Ticker,Year,EPSIE
WDC,2013,3.98
WDC,2014,6.68
WDC,2015,6.18
WDC,2016,1
WDC,2017,1.34
WDC,2018,2.2
WY,2009,-2.58
WY,2010,3.99
WY,2011,0.61
WY,2012,0.71
WY,2013,0.95
WY,2014,3.18
WY,2015,0.89
WY,2016,1.39
WY,2017,0.77
WY,2018,0.99
WHR,2009,4.34
WHR,2010,7.97
WHR,2011,4.99
WHR,2012,5.06
WHR,2013,10.24
WHR,2014,8.17
WHR,2015,9.83
WHR,2016,11.5
WHR,2017,4.7
WHR,2018,-2.72
WMB,2009,0.49
WMB,2010,-1.88
WMB,2011,0.63
WMB,2012,1.37
WMB,2013,0.62
WMB,2014,2.92
WMB,2015,-0.76
WMB,2016,-0.57
WMB,2017,2.62
WMB,2018,-0.16
WEC,2009,3.24
WEC,2010,3.86
WEC,2011,2.24
WEC,2012,2.35
WEC,2013,2.51
WEC,2014,2.59
WEC,2015,2.34
WEC,2016,2.96
WEC,2017,3.79
WEC,2018,3.34
LNT,2009,1.01
LNT,2010,2.6
LNT,2011,2.74
LNT,2012,2.89
LNT,2013,3.23
LNT,2014,3.46
LNT,2015,3.36
LNT,2016,1.64
LNT,2017,1.99
LNT,2018,2.19
XRX,2009,0.55
XRX,2010,0.43
XRX,2011,0.9
XRX,2012,0.88
XRX,2013,0.91
XRX,2014,0.81
XRX,2015,0.42
XRX,2016,-0.49
XRX,2017,0.71
XRX,2018,1.38
TJX,2008,2
TJX,2009,2.84
TJX,2010,3.3
TJX,2011,3.86
TJX,2012,2.55
TJX,2013,2.94
TJX,2014,3.15
TJX,2015,3.33
TJX,2016,3.46
TJX,2017,4.04
TJX,2018,2.43
ZION,2009,
ZION,2009,-9.92
ZION,2010,
ZION,2010,-2.48
ZION,2011,
ZION,2011,0.83
ZION,2012,
ZION,2012,0.97
ZION,2013,
ZION,2013,1.58
ZION,2014,
ZION,2014,1.68
ZION,2015,
ZION,2015,1.2
ZION,2016,
ZION,2016,1.99
ZION,2017,
ZION,2017,2.6
ZION,2018,
ZION,2018,4.08
JKHY,2009,1.22
JKHY,2010,1.38
JKHY,2011,1.59
JKHY,2012,1.78
JKHY,2013,2.04
JKHY,2014,2.19
JKHY,2015,2.59
JKHY,2016,3.12
JKHY,2017,3.14
JKHY,2018,4.85
MS,2009,
MS,2009,-0.77
MS,2010,
MS,2010,2.63
MS,2011,
MS,2011,1.23
MS,2012,
MS,2012,-0.02
MS,2013,
MS,2013,1.36
MS,2014,
MS,2014,1.6
MS,2015,
MS,2015,2.9
MS,2016,
MS,2016,2.92
MS,2017,
MS,2017,3.07
MS,2018,
MS,2018,4.73
TROW,2009,
TROW,2009,1.65
TROW,2010,
TROW,2010,2.53
TROW,2011,
TROW,2011,2.92
TROW,2012,
TROW,2012,3.36
TROW,2013,
TROW,2013,3.9
TROW,2014,
TROW,2014,4.55
TROW,2015,
TROW,2015,4.63
TROW,2016,
TROW,2016,4.75
TROW,2017,
TROW,2017,5.97
TROW,2018,
TROW,2018,7.27
MSFT,2009,1.62
MSFT,2010,2.1
MSFT,2011,2.69
MSFT,2012,2
MSFT,2013,2.58
MSFT,2014,2.63
MSFT,2015,1.48
MSFT,2016,2.1
MSFT,2017,2.71
MSFT,2018,2.13
ORCL,2008,1.09
ORCL,2009,1.21
ORCL,2010,1.67
ORCL,2011,1.96
ORCL,2012,2.26
ORCL,2013,2.38
ORCL,2014,2.21
ORCL,2015,2.07
ORCL,2016,2.21
ORCL,2017,0.9
ORCL,2018,2.97
COTY,2009,
COTY,2010,
COTY,2011,0.16
COTY,2012,-0.85
COTY,2013,0.44
COTY,2014,-0.26
COTY,2015,0.64
COTY,2016,0.44
COTY,2017,-0.66
COTY,2018,-0.23
HOG,2009,-0.24
HOG,2010,0.62
HOG,2011,2.55
HOG,2012,2.72
HOG,2013,3.28
HOG,2014,3.88
HOG,2015,3.69
HOG,2016,3.83
HOG,2017,3.02
HOG,2018,3.19
IT,2009,0.85
IT,2010,0.96
IT,2011,1.39
IT,2012,1.73
IT,2013,1.93
IT,2014,2.03
IT,2015,2.06
IT,2016,2.31
IT,2017,0.04
IT,2018,1.33
NVR,2009,31.26
NVR,2010,33.42
NVR,2011,23.01
NVR,2012,35.12
NVR,2013,54.81
NVR,2014,63.5
NVR,2015,89.99
NVR,2016,103.61
NVR,2017,126.77
NVR,2018,194.8
ADBE,2009,0.73
ADBE,2010,1.47
ADBE,2011,1.65
ADBE,2012,1.66
ADBE,2013,0.56
ADBE,2014,0.53
ADBE,2015,1.24
ADBE,2016,2.32
ADBE,2017,3.38
ADBE,2018,5.2
FISV,2009,3.06
FISV,2010,3.27
FISV,2011,3.28
FISV,2012,4.44
FISV,2013,2.44
FISV,2014,2.99
FISV,2015,2.99
FISV,2016,4.15
FISV,2017,5.78
FISV,2018,2.87
UNM,2009,
UNM,2009,2.57
UNM,2010,
UNM,2010,2.71
UNM,2011,
UNM,2011,0.78
UNM,2012,
UNM,2012,3.17
UNM,2013,
UNM,2013,3.23
UNM,2014,
UNM,2014,1.61
UNM,2015,
UNM,2015,3.5
UNM,2016,
UNM,2016,3.95
UNM,2017,
UNM,2017,4.37
UNM,2018,
UNM,2018,2.38
CERN,2009,2.31
CERN,2010,2.78
CERN,2011,1.76
CERN,2012,2.26
CERN,2013,1.13
CERN,2014,1.5
CERN,2015,1.54
CERN,2016,1.85
CERN,2017,2.57
CERN,2018,1.89
PGR,2009,
PGR,2009,1.57
PGR,2010,
PGR,2010,1.61
PGR,2011,
PGR,2011,1.59
PGR,2012,
PGR,2012,1.48
PGR,2013,
PGR,2013,1.93
PGR,2014,
PGR,2014,2.15
PGR,2015,
PGR,2015,2.15
PGR,2016,
PGR,2016,1.76
PGR,2017,
PGR,2017,2.72
PGR,2018,
PGR,2018,4.42
CDNS,2009,-0.58
CDNS,2010,0.48
CDNS,2011,0.27
CDNS,2012,1.57
CDNS,2013,0.56
CDNS,2014,0.52
CDNS,2015,0.81
CDNS,2016,0.7
CDNS,2017,0.73
CDNS,2018,1.23
CCL,2009,2.24
CCL,2010,2.47
CCL,2011,2.42
CCL,2012,1.67
CCL,2013,1.39
CCL,2014,1.59
CCL,2015,2.26
CCL,2016,3.72
CCL,2017,3.59
CCL,2018,4.44
DRE,2009,
DRE,2009,-1.67
DRE,2010,
DRE,2010,-0.07
DRE,2011,
DRE,2011,0.11
DRE,2012,
DRE,2012,-0.48
DRE,2013,
DRE,2013,0.47
DRE,2014,
DRE,2014,0.6
DRE,2015,
DRE,2015,1.77
DRE,2016,
DRE,2016,0.88
DRE,2017,
DRE,2017,4.56
DRE,2018,
DRE,2018,1.07
ABMD,2008,-0.91
ABMD,2009,-0.52
ABMD,2010,-0.32
ABMD,2011,0.04
ABMD,2012,0.37
ABMD,2013,0.18
ABMD,2014,2.65
ABMD,2015,0.85
ABMD,2016,1.17
ABMD,2017,2.45
ABMD,2018,5.61
TIF,2008,1.74
TIF,2009,2.11
TIF,2010,2.87
TIF,2011,3.4
TIF,2012,3.25
TIF,2013,1.41
TIF,2014,3.73
TIF,2015,3.59
TIF,2016,3.55
TIF,2017,2.96
TIF,2018,4.75
XRAY,2009,1.83
XRAY,2010,1.82
XRAY,2011,1.7
XRAY,2012,2.18
XRAY,2013,2.16
XRAY,2014,2.24
XRAY,2015,1.76
XRAY,2016,1.94
XRAY,2017,-6.76
XRAY,2018,-4.51
ZTS,2009,
ZTS,2010,0.22
ZTS,2011,0.49
ZTS,2012,0.87
ZTS,2013,1.01
ZTS,2014,1.16
ZTS,2015,0.68
ZTS,2016,1.65
ZTS,2017,1.75
ZTS,2018,2.93
SCHW,2009,
SCHW,2009,0.68
SCHW,2010,
SCHW,2010,0.38
SCHW,2011,
SCHW,2011,0.7
SCHW,2012,
SCHW,2012,0.69
SCHW,2013,
SCHW,2013,0.78
SCHW,2014,
SCHW,2014,0.95
SCHW,2015,
SCHW,2015,1.03
SCHW,2016,
SCHW,2016,1.31
SCHW,2017,
SCHW,2017,1.61
SCHW,2018,
SCHW,2018,2.45
FAST,2009,1.24
FAST,2010,1.8
FAST,2011,1.21
FAST,2012,1.42
FAST,2013,1.51
FAST,2014,1.66
FAST,2015,1.77
FAST,2016,1.73
FAST,2017,2.01
FAST,2018,2.62
MXIM,2009,0.03
MXIM,2010,0.4
MXIM,2011,1.61
MXIM,2012,1.29
MXIM,2013,1.52
MXIM,2014,1.23
MXIM,2015,0.71
MXIM,2016,0.79
MXIM,2017,1.98
MXIM,2018,1.64
FRC,2009,
FRC,2009,
FRC,2010,
FRC,2010,2.14
FRC,2011,
FRC,2011,2.65
FRC,2012,
FRC,2012,2.76
FRC,2013,
FRC,2013,3.1
FRC,2014,
FRC,2014,3.07
FRC,2015,
FRC,2015,3.18
FRC,2016,
FRC,2016,3.93
FRC,2017,
FRC,2017,4.31
FRC,2018,
FRC,2018,4.81
APH,2009,1.83
APH,2010,2.82
APH,2011,3.05
APH,2012,3.39
APH,2013,3.92
APH,2014,2.21
APH,2015,2.41
APH,2016,2.61
APH,2017,2.06
APH,2018,3.85
PXD,2009,-0.46
PXD,2010,5.08
PXD,2011,6.88
PXD,2012,1.5
PXD,2013,-6.16
PXD,2014,6.38
PXD,2015,-1.83
PXD,2016,-3.35
PXD,2017,4.85
PXD,2018,5.7
MGM,2009,-3.41
MGM,2010,-3.19
MGM,2011,5.62
MGM,2012,-3.62
MGM,2013,-0.32
MGM,2014,-0.31
MGM,2015,-0.82
MGM,2016,1.92
MGM,2017,3.35
MGM,2018,0.81
WM,2009,2.01
WM,2010,1.98
WM,2011,2.04
WM,2012,1.76
WM,2013,0.21
WM,2014,2.79
WM,2015,1.65
WM,2016,2.65
WM,2017,4.41
WM,2018,4.45
FCX,2009,5.86
FCX,2010,9.14
FCX,2011,4.78
FCX,2012,3.19
FCX,2013,2.64
FCX,2014,-1.26
FCX,2015,-11.31
FCX,2016,-3.16
FCX,2017,1.25
FCX,2018,1.78
WRB,2009,
WRB,2009,1.86
WRB,2010,
WRB,2010,2.9
WRB,2011,
WRB,2011,2.71
WRB,2012,
WRB,2012,3.56
WRB,2013,
WRB,2013,3.55
WRB,2014,
WRB,2014,4.86
WRB,2015,
WRB,2015,3.87
WRB,2016,
WRB,2016,4.68
WRB,2017,
WRB,2017,4.26
WRB,2018,
WRB,2018,5
CINF,2009,
CINF,2009,2.65
CINF,2010,
CINF,2010,2.31
CINF,2011,
CINF,2011,1.02
CINF,2012,
CINF,2012,2.57
CINF,2013,
CINF,2013,3.12
CINF,2014,
CINF,2014,3.18
CINF,2015,
CINF,2015,3.83
CINF,2016,
CINF,2016,3.55
CINF,2017,
CINF,2017,6.29
CINF,2018,
CINF,2018,1.75
DVN,2009,-5.58
DVN,2010,10.31
DVN,2011,11.25
DVN,2012,-0.52
DVN,2013,-0.06
DVN,2014,3.91
DVN,2015,-35.55
DVN,2016,-6.52
DVN,2017,1.7
DVN,2018,6.15
LH,2009,4.98
LH,2010,5.29
LH,2011,5.11
LH,2012,5.99
LH,2013,6.25
LH,2014,5.91
LH,2015,4.34
LH,2016,7.02
LH,2017,12.21
LH,2018,8.61
VLO,2009,-3.67
VLO,2010,0.57
VLO,2011,3.68
VLO,2012,3.75
VLO,2013,4.97
VLO,2014,6.85
VLO,2015,7.99
VLO,2016,4.94
VLO,2017,9.16
VLO,2018,7.29
IEX,2009,1.4
IEX,2010,1.9
IEX,2011,2.32
IEX,2012,0.45
IEX,2013,3.09
IEX,2014,3.45
IEX,2015,3.62
IEX,2016,3.53
IEX,2017,4.36
IEX,2018,5.29
TFC,2009,
TFC,2010,
TFC,2011,
ABBV,2009,
ABBV,2010,2.64
ABBV,2011,2.17
ABBV,2012,3.3
ABBV,2013,2.56
ABBV,2014,1.1
ABBV,2015,3.13
ABBV,2016,3.63
ABBV,2017,3.3
ABBV,2018,3.66
PBCT,2009,
PBCT,2009,0.3
PBCT,2010,
PBCT,2010,0.24
PBCT,2011,
PBCT,2011,0.57
PBCT,2012,
PBCT,2012,0.72
PBCT,2013,
PBCT,2013,0.74
PBCT,2014,
PBCT,2014,0.84
PBCT,2015,
PBCT,2015,0.86
PBCT,2016,
PBCT,2016,0.92
PBCT,2017,
PBCT,2017,0.97
PBCT,2018,
PBCT,2018,1.29
EOG,2009,2.17
EOG,2010,0.63
EOG,2011,4.1
EOG,2012,2.11
EOG,2013,8.04
EOG,2014,5.32
EOG,2015,-8.29
EOG,2016,-1.98
EOG,2017,4.46
EOG,2018,5.89
EA,2008,-3.4
EA,2009,-2.08
EA,2010,-0.84
EA,2011,0.23
EA,2012,0.31
EA,2013,0.03
EA,2014,2.69
EA,2015,3.5
EA,2016,3.08
EA,2017,3.34
EA,2018,3.33
SIVB,2009,
SIVB,2009,0.66
SIVB,2010,
SIVB,2010,2.24
SIVB,2011,
SIVB,2011,3.94
SIVB,2012,
SIVB,2012,3.91
SIVB,2013,
SIVB,2013,4.7
SIVB,2014,
SIVB,2014,5.31
SIVB,2015,
SIVB,2015,6.62
SIVB,2016,
SIVB,2016,7.31
SIVB,2017,
SIVB,2017,9.2
SIVB,2018,
SIVB,2018,18.11
TMUS,2013,0.05
TMUS,2014,0.3
TMUS,2015,0.82
TMUS,2016,1.69
TMUS,2017,5.2
TMUS,2018,3.36
IQV,2009,
IQV,2010,
IQV,2011,1.88
IQV,2012,1.38
IQV,2013,1.74
IQV,2014,2.72
IQV,2015,3.08
IQV,2016,0.76
IQV,2017,5.88
IQV,2018,1.24
NWSA,2011,1.08
NWSA,2012,-3.32
NWSA,2013,0.86
NWSA,2014,0.41
NWSA,2015,-0.26
NWSA,2016,0.3
NWSA,2017,-1.27
NWSA,2018,-2.6
TWTR,2010,
TWTR,2011,-0.24
TWTR,2012,-0.15
TWTR,2013,-1.18
TWTR,2014,-0.96
TWTR,2015,-0.79
TWTR,2016,-0.65
TWTR,2017,-0.15
TWTR,2018,1.56
PAYC,2009,
PAYC,2010,
PAYC,2011,
PAYC,2012,0.08
PAYC,2013,0.15
PAYC,2014,0.11
PAYC,2015,0.36
PAYC,2016,0.74
PAYC,2017,1.13
PAYC,2018,2.34
KEYS,2009,
KEYS,2010,
KEYS,2011,
KEYS,2012,4.86
KEYS,2013,2.64
KEYS,2014,2.35
KEYS,2015,3
KEYS,2016,1.95
KEYS,2017,0.56
KEYS,2018,0.86
COG,2009,1.42
COG,2010,0.98
COG,2011,1.16
COG,2012,0.62
COG,2013,0.66
COG,2014,0.25
COG,2015,-0.28
COG,2016,-0.91
COG,2017,0.22
COG,2018,1.24
SYF,2009,
SYF,2010,
SYF,2011,
SYF,2012,2.55
SYF,2013,
SYF,2013,2.38
SYF,2014,
SYF,2014,2.54
SYF,2015,
SYF,2015,2.65
SYF,2016,
SYF,2016,2.71
SYF,2017,
SYF,2017,2.42
SYF,2018,
SYF,2018,3.74
ANET,2010,
ANET,2011,
ANET,2012,
ANET,2013,0.67
ANET,2014,1.06
ANET,2015,1.67
ANET,2016,2.5
ANET,2017,5.35
ANET,2018,4.06
CSCO,2009,1.05
CSCO,2010,1.33
CSCO,2011,1.17
CSCO,2012,1.49
CSCO,2013,1.86
CSCO,2014,1.49
CSCO,2015,1.75
CSCO,2016,2.11
CSCO,2017,1.9
CSCO,2018,0.02
HOLX,2009,-8.48
HOLX,2010,-0.24
HOLX,2011,0.59
HOLX,2012,-0.28
HOLX,2013,-4.36
HOLX,2014,0.06
HOLX,2015,0.45
HOLX,2016,1.16
HOLX,2017,2.64
HOLX,2018,-0.4
CFG,2012,
CFG,2012,1.15
CFG,2013,
CFG,2013,-6.12
CFG,2014,
CFG,2014,1.55
CFG,2015,
CFG,2015,1.55
CFG,2016,
CFG,2016,1.97
CFG,2017,
CFG,2017,3.25
CFG,2018,
CFG,2018,3.52
HCA,2009,10.99
HCA,2010,12.42
HCA,2011,4.97
HCA,2012,3.49
HCA,2013,3.37
HCA,2014,4.16
HCA,2015,4.99
HCA,2016,7.3
HCA,2017,5.95
HCA,2018,10.66
XLNX,2008,1.36
XLNX,2009,1.29
XLNX,2010,2.39
XLNX,2011,1.95
XLNX,2012,1.79
XLNX,2013,2.19
XLNX,2014,2.35
XLNX,2015,2.05
XLNX,2016,2.32
XLNX,2017,1.99
XLNX,2018,3.47
AZO,2009,11.73
AZO,2010,14.97
AZO,2011,19.47
AZO,2012,23.48
AZO,2013,27.79
AZO,2014,31.57
AZO,2015,36.03
AZO,2016,40.7
AZO,2017,44.07
AZO,2018,48.77
REGN,2009,-0.85
REGN,2010,-1.26
REGN,2011,-2.45
REGN,2012,6.75
REGN,2013,3.81
REGN,2014,3.07
REGN,2015,5.52
REGN,2016,7.7
REGN,2017,10.34
REGN,2018,21.29
IDXX,2009,2.01
IDXX,2010,2.37
IDXX,2011,2.78
IDXX,2012,3.17
IDXX,2013,3.48
IDXX,2014,3.58
IDXX,2015,2.05
IDXX,2016,2.44
IDXX,2017,2.94
IDXX,2018,4.26
AES,2009,0.98
AES,2010,0.01
AES,2011,0.07
AES,2012,-1.21
AES,2013,0.15
AES,2014,1.06
AES,2015,0.44
AES,2016,-1.72
AES,2017,-1.76
AES,2018,1.81
MNST,2009,2.21
MNST,2010,2.28
MNST,2011,3.06
MNST,2012,1.86
MNST,2013,1.95
MNST,2014,2.77
MNST,2015,2.84
MNST,2016,1.19
MNST,2017,1.42
MNST,2018,1.76
VRTX,2009,-3.71
VRTX,2010,-3.77
VRTX,2011,0.14
VRTX,2012,-0.5
VRTX,2013,-1.98
VRTX,2014,-3.14
VRTX,2015,-2.31
VRTX,2016,-0.46
VRTX,2017,1.04
VRTX,2018,8.09
ZBRA,2009,0.79
ZBRA,2010,1.77
ZBRA,2011,3.22
ZBRA,2012,2.37
ZBRA,2013,2.63
ZBRA,2014,0.63
ZBRA,2015,-3.1
ZBRA,2016,-2.65
ZBRA,2017,0.32
ZBRA,2018,7.76
BIIB,2009,3.35
BIIB,2010,3.94
BIIB,2011,5.04
BIIB,2012,5.76
BIIB,2013,7.81
BIIB,2014,12.37
BIIB,2015,15.34
BIIB,2016,16.93
BIIB,2017,11.92
BIIB,2018,21.58
PYPL,2010,
PYPL,2011,
PYPL,2012,
PYPL,2013,0.76
PYPL,2014,0.33
PYPL,2015,1
PYPL,2016,1.15
PYPL,2017,1.47
PYPL,2018,1.71
ODFL,2009,0.94
ODFL,2010,1.35
ODFL,2011,2.44
ODFL,2012,1.97
ODFL,2013,2.39
ODFL,2014,3.1
ODFL,2015,3.57
ODFL,2016,3.56
ODFL,2017,5.63
ODFL,2018,7.38
KIM,2009,
KIM,2009,-0.15
KIM,2010,
KIM,2010,0.22
KIM,2011,
KIM,2011,0.27
KIM,2012,
KIM,2012,0.42
KIM,2013,
KIM,2013,0.43
KIM,2014,
KIM,2014,0.89
KIM,2015,
KIM,2015,2
KIM,2016,
KIM,2016,0.79
KIM,2017,
KIM,2017,0.87
KIM,2018,
KIM,2018,1.02
PRGO,2009,1.54
PRGO,2010,2.4
PRGO,2011,3.63
PRGO,2012,4.27
PRGO,2013,4.68
PRGO,2014,1.77
PRGO,2015,0.92
PRGO,2016,-28.01
PRGO,2017,0.84
PRGO,2018,0.95
QCOM,2009,0.95
QCOM,2010,1.96
QCOM,2011,2.52
QCOM,2012,3.51
QCOM,2013,3.91
QCOM,2014,4.65
QCOM,2015,3.22
QCOM,2016,3.81
QCOM,2017,1.65
QCOM,2018,-3.32
GILD,2009,2.82
GILD,2010,3.32
GILD,2011,3.55
GILD,2012,3.28
GILD,2013,1.81
GILD,2014,7.35
GILD,2015,11.91
GILD,2016,9.94
GILD,2017,3.51
GILD,2018,4.17
ROP,2009,2.58
ROP,2010,3.34
ROP,2011,4.34
ROP,2012,4.86
ROP,2013,5.37
ROP,2014,6.4
ROP,2015,6.85
ROP,2016,6.43
ROP,2017,9.39
ROP,2018,9.05
SNPS,2009,1.15
SNPS,2010,1.56
SNPS,2011,1.47
SNPS,2012,1.21
SNPS,2013,1.58
SNPS,2014,1.64
SNPS,2015,1.43
SNPS,2016,1.73
SNPS,2017,0.88
SNPS,2018,2.82
MHK,2009,-0.08
MHK,2010,2.65
MHK,2011,2.52
MHK,2012,3.61
MHK,2013,4.82
MHK,2014,7.25
MHK,2015,8.31
MHK,2016,12.48
MHK,2017,12.98
MHK,2018,11.47
LIN,2009,4.01
LIN,2010,3.84
LIN,2011,5.45
LIN,2012,5.61
LIN,2013,5.87
LIN,2014,5.73
LIN,2015,5.35
LIN,2016,5.21
LIN,2017,4.32
LIN,2018,13.11
BSX,2009,-0.68
BSX,2010,-0.7
BSX,2011,0.29
BSX,2012,-2.89
BSX,2013,-0.09
BSX,2014,-0.09
BSX,2015,-0.18
BSX,2016,0.25
BSX,2017,0.08
BSX,2018,1.19
KSS,2008,2.89
KSS,2009,3.23
KSS,2010,3.66
KSS,2011,4.3
KSS,2012,4.17
KSS,2013,4.05
KSS,2014,4.24
KSS,2015,3.46
KSS,2016,3.11
KSS,2017,5.12
KSS,2018,4.84
STE,2008,1.86
STE,2009,2.16
STE,2010,0.85
STE,2011,2.31
STE,2012,2.72
STE,2013,2.17
STE,2014,2.25
STE,2015,1.56
STE,2016,1.28
STE,2017,3.39
STE,2018,3.56
DHI,2009,-1.72
DHI,2010,0.77
DHI,2011,0.23
DHI,2012,2.77
DHI,2013,1.33
DHI,2014,1.5
DHI,2015,2.03
DHI,2016,2.36
DHI,2017,2.74
DHI,2018,3.81
SBUX,2009,0.52
SBUX,2010,1.24
SBUX,2011,1.62
SBUX,2012,1.79
SBUX,2013,0.01
SBUX,2014,2.71
SBUX,2015,1.82
SBUX,2016,1.9
SBUX,2017,1.97
SBUX,2018,3.24
HPE,2013,1.1
HPE,2014,0.88
HPE,2015,1.35
HPE,2016,1.82
HPE,2017,0.21
HPE,2018,1.23
FTV,2013,2.35
FTV,2014,2.5
FTV,2015,2.45
FTV,2016,2.51
FTV,2017,2.96
FTV,2018,8.21
AGN,2009,1.96
AGN,2010,1.48
AGN,2011,2.06
AGN,2012,0.76
AGN,2013,-5.27
AGN,2014,-7.42
AGN,2015,10.01
AGN,2016,38.18
AGN,2017,-13.19
AGN,2018,-15.26
HUM,2009,
HUM,2009,6.15
HUM,2010,
HUM,2010,6.47
HUM,2011,
HUM,2011,8.46
HUM,2012,
HUM,2012,7.47
HUM,2013,
HUM,2013,7.73
HUM,2014,
HUM,2014,7.36
HUM,2015,
HUM,2015,8.44
HUM,2016,
HUM,2016,4.07
HUM,2017,
HUM,2017,16.81
HUM,2018,
HUM,2018,12.16
INTU,2009,1.35
INTU,2010,1.77
INTU,2011,2
INTU,2012,2.6
INTU,2013,2.83
INTU,2014,3.12
INTU,2015,1.28
INTU,2016,3.69
INTU,2017,3.72
INTU,2018,4.64
MCHP,2008,1.33
MCHP,2009,1.16
MCHP,2010,2.15
MCHP,2011,1.65
MCHP,2012,0.62
MCHP,2013,1.82
MCHP,2014,1.65
MCHP,2015,1.49
MCHP,2016,0.71
MCHP,2017,1.03
MCHP,2018,1.42
CB,2009,
CB,2009,7.55
CB,2010,
CB,2010,9.11
CB,2011,
CB,2011,4.65
CB,2012,
CB,2012,7.89
CB,2013,
CB,2013,10.92
CB,2014,
CB,2014,8.42
CB,2015,
CB,2015,8.62
CB,2016,
CB,2016,8.87
CB,2017,
CB,2017,8.19
CB,2018,
CB,2018,8.49
ORLY,2009,2.23
ORLY,2010,2.95
ORLY,2011,3.71
ORLY,2012,4.75
ORLY,2013,6.03
ORLY,2014,7.34
ORLY,2015,9.17
ORLY,2016,10.73
ORLY,2017,12.67
ORLY,2018,16.1
RCL,2009,0.75
RCL,2010,2.51
RCL,2011,2.77
RCL,2012,0.08
RCL,2013,2.14
RCL,2014,3.43
RCL,2015,3.02
RCL,2016,5.93
RCL,2017,7.53
RCL,2018,8.56
ARNC,2012,
ARNC,2013,
ARNC,2014,
ARNC,2015,-0.93
ARNC,2016,-2.31
ARNC,2017,-0.28
ARNC,2018,1.3
CDW,2009,
CDW,2010,
CDW,2011,
CDW,2012,
CDW,2013,0.84
CDW,2014,1.42
CDW,2015,2.35
CDW,2016,2.56
CDW,2017,3.31
CDW,2018,4.19
ALL,2009,
ALL,2009,1.58
ALL,2010,
ALL,2010,1.71
ALL,2011,
ALL,2011,1.51
ALL,2012,
ALL,2012,4.68
ALL,2013,
ALL,2013,4.81
ALL,2014,
ALL,2014,6.27
ALL,2015,
ALL,2015,5.05
ALL,2016,
ALL,2016,4.67
ALL,2017,
ALL,2017,8.36
ALL,2018,
ALL,2018,5.96
FLIR,2009,1.45
FLIR,2010,1.54
FLIR,2011,1.38
FLIR,2012,1.45
FLIR,2013,1.22
FLIR,2014,1.39
FLIR,2015,1.72
FLIR,2016,1.2
FLIR,2017,0.77
FLIR,2018,2.01
EQR,2009,
EQR,2009,1.27
EQR,2010,
EQR,2010,0.95
EQR,2011,
EQR,2011,2.95
EQR,2012,
EQR,2012,2.7
EQR,2013,
EQR,2013,5.16
EQR,2014,
EQR,2014,1.73
EQR,2015,
EQR,2015,2.36
EQR,2016,
EQR,2016,11.68
EQR,2017,
EQR,2017,1.63
EQR,2018,
EQR,2018,1.77
BWA,2009,0.23
BWA,2010,3.07
BWA,2011,4.45
BWA,2012,4.17
BWA,2013,2.7
BWA,2014,2.86
BWA,2015,2.7
BWA,2016,0.55
BWA,2017,2.08
BWA,2018,4.44
LW,2011,
LW,2012,
LW,2013,
LW,2014,1.85
LW,2015,1.97
LW,2016,2.22
LW,2017,2.82
MAR,2009,-0.97
MAR,2010,1.21
MAR,2011,0.55
MAR,2012,1.72
MAR,2013,2
MAR,2014,2.54
MAR,2015,3.15
MAR,2016,2.64
MAR,2017,3.61
MAR,2018,5.38
COST,2009,2.47
COST,2010,2.92
COST,2011,3.3
COST,2012,3.89
COST,2013,4.63
COST,2014,4.65
COST,2015,5.37
COST,2016,5.33
COST,2017,6.08
COST,2018,7.09
REG,2009,
REG,2009,-0.74
REG,2010,
REG,2010,-0.1
REG,2011,
REG,2011,0.35
REG,2012,
REG,2012,-0.08
REG,2013,
REG,2013,1.4
REG,2014,
REG,2014,1.8
REG,2015,
REG,2015,1.36
REG,2016,
REG,2016,1.42
REG,2017,
REG,2017,1
REG,2018,
REG,2018,1.46
INCY,2009,-2.06
INCY,2010,-0.26
INCY,2011,-1.49
INCY,2012,-0.34
INCY,2013,-0.56
INCY,2014,-0.29
INCY,2015,0.03
INCY,2016,0.54
INCY,2017,-1.53
INCY,2018,0.51
SPG,2009,
SPG,2009,1.05
SPG,2010,
SPG,2010,2.1
SPG,2011,
SPG,2011,3.48
SPG,2012,
SPG,2012,4.72
SPG,2013,
SPG,2013,4.24
SPG,2014,
SPG,2014,4.52
SPG,2015,
SPG,2015,5.88
SPG,2016,
SPG,2016,5.87
SPG,2017,
SPG,2017,6.24
SPG,2018,
SPG,2018,7.87
EMN,2009,1.85
EMN,2010,5.92
EMN,2011,4.86
EMN,2012,2.93
EMN,2013,7.44
EMN,2014,4.97
EMN,2015,5.66
EMN,2016,5.75
EMN,2017,9.47
EMN,2018,7.56
MAA,2009,
MAA,2009,0.85
MAA,2010,
MAA,2010,0.56
MAA,2011,
MAA,2011,1.31
MAA,2012,
MAA,2012,2.56
MAA,2013,
MAA,2013,2.25
MAA,2014,
MAA,2014,1.97
MAA,2015,
MAA,2015,4.41
MAA,2016,
MAA,2016,2.69
MAA,2017,
MAA,2017,2.86
MAA,2018,
MAA,2018,1.93
MLM,2009,1.91
MLM,2010,2.1
MLM,2011,1.78
MLM,2012,1.83
MLM,2013,2.61
MLM,2014,2.71
MLM,2015,4.29
MLM,2016,6.63
MLM,2017,11.25
MLM,2018,7.43
TSCO,2009,3.15
TSCO,2010,2.25
TSCO,2011,3.01
TSCO,2012,3.8
TSCO,2013,2.32
TSCO,2014,2.66
